rank,name,platform,year,genre,publisher,na_sales,eu_sales,jp_sales,other_sales,global_sales,total_purchase,total_plays,total_play_hours,list_of_users_ids_for_the_game
5073,Need for Speed: Hot Pursuit,PC,2010,Racing,Electronic Arts,,,0,,,,,,
5254,Ganbare Goemon 3: Shishi Jyuurokubei no Karakuri Manji Katame,SNES,1994,Platform,Konami Digital Entertainment,0,0,,0,,,,,
5350,UEFA Euro 2008 Austria-Switzerland,X360,2008,Sports,Electronic Arts,,,0,,,,,,
5491,Legends of Wrestling II,PS2,2002,Fighting,Acclaim Entertainment,,,0,,,,,,
5541,Angry Birds Star Wars,PS3,2013,Strategy,Activision,,,0,,,,,,
5634,Kirby's Block Ball,GB,1995,Puzzle,Nintendo,0,0,,0,,,,,
5724,FIFA Street,PS2,2005,Sports,Electronic Arts,,,0,,,,,,
5854,Charlie and the Chocolate Factory,GBA,2005,Adventure,Global Star,,,0,,,,,,
5868,Super Robot Taisen OG: Original Generations Gaiden,PS2,2007,Strategy,Banpresto,0,0,,0,,,,,
5883,Daikaijyuu Monogatari,SNES,1994,Role-Playing,Hudson Soft,0,0,,0,,,,,
5941,Future Cop L.A.P.D.,PS,1997,Simulation,Electronic Arts,,,0,,,,,,
6047,Madden NFL 08,XB,2007,Sports,Electronic Arts,,,0,,,,,,
6406,Knockout Kings 2002,XB,2002,Sports,Electronic Arts,,,0,,,,,,
6653,Kung Fu Panda 2,X360,2011,Action,THQ,,,0,,,,,,
6793,Dreamcast Collection,X360,2011,Misc,Sega,,,0,,,,,,
6852,The Lord of the Rings: Aragorn's Quest,Wii,2010,Action,Warner Bros. Interactive Entertainment,,,0,,,,,,
7103,TRON: Evolution - Battle Grids,Wii,2010,Racing,Disney Interactive Studios,,,0,,,,,,
7314,NBA in the Zone 2000,PS,2000,Sports,Konami Digital Entertainment,,,0,,,,,,
7360,BloodRayne,XB,2002,Shooter,Universal Interactive,,,0,,,2.0,1,6.6,"20772968,33865373"
7375,Yu-Gi-Oh! 5D's World Championship 2011: Over the Nexus,DS,2011,Strategy,Konami Digital Entertainment,,,,,,,,,
7689,Forgotten Realms: Demon Stone,PS2,2004,Action,Atari,,,0,,,,,,
7753,Sniper Elite,PS2,2005,Shooter,Ubisoft,,,0,,,19.0,10,267.09999999999997,"62878249,52731290,148362155,68325099,198105109,86055705,71888942,11978743,82287546,1129452,69009454,46028967,63615483,107452765,100894366,55906572,561758,30246419,22301321"
7774,Manhunt,XB,2004,Action,Take-Two Interactive,,,0,,,3.0,0,0.0,"2259650,20772968,33865373"
7980,Tekken Tag Tournament 2,WiiU,2012,Fighting,Namco Bandai Games,,,,,,,,,
8113,Soccer Tsuku Tokudai Gou: J-League Pro Soccer Club o Tsukurou,DC,2000,Sports,Sega,0,0,,0,,,,,
8375,World Destruction League: Thunder Tanks,PS,2000,Action,3DO,,,0,,,,,,
8506,The Amazing Spider-Man (Console Version),Wii,2012,Action,Activision,,,0,,,,,,
8784,Horse Life Adventures,Wii,2008,Simulation,Deep Silver,,,0,,,,,,
8872,Rocky,XB,2002,Fighting,Rage Software,,,0,,,,,,
8897,Curious George,GC,2006,Action,Namco Bandai Games,,,0,0,,,,,
9070,Jonny Moseley Mad Trix,PS2,2001,Sports,3DO,,,0,,,,,,
9071,Monster Lab,DS,2008,Role-Playing,Eidos Interactive,,,0,,,,,,
9137,¡Shin Chan Flipa en colores!,DS,2007,Platform,505 Games,0,0,,0,,,,,
9296,Interactive Sampler Disc 6,PS,1997,Misc,Sony Computer Entertainment,,,0,,,,,,
9757,Red Faction II,XB,2003,Shooter,THQ,,,0,0,,29.0,3,13.4,"92593907,40212239,116564064,98848653,64787956,20772968,25096601,65350586,81160212,57770056,45617627,69009454,50818751,100311267,55906572,33865373,91690667,62990992,11794760,16645459,59825286,34919318,61676491,56038151,2259650,116876958,59790700,102921672,61506388"
9870,Major League Baseball 2K6,PSP,N/A,Sports,Unknown,,0,0,,,,,,
9919,USA Today Crossword Challenge,DS,2008,Puzzle,Destineer,,0,0,,,,,,
10024,LEGO Knights' Kingdom,GBA,2004,Action,THQ,,,0,0,,,,,
10120,Pro Yaky? Spirits 5,PS3,2008,Sports,Konami Digital Entertainment,0,0,,0,,,,,
10218,Snowboard Kids 2,N64,1999,Sports,Atlus,,,0,0,,,,,
10228,Pac-Man and the Ghostly Adventures 2,PS3,2014,Adventure,Namco Bandai Games,,,0,,,,,,
10330,The Cheetah Girls: Pop Star Sensations,DS,2007,Misc,Disney Interactive Studios,,0,0,,,,,,
10348,Viewtiful Joe: Double Trouble!,DS,2005,Action,Capcom,,0,,,,,,,
10371,Sakura Wars,DC,2000,Adventure,Sega,0,0,,0,,,,,
10463,Metal Arms: Glitch in the System,GC,2003,Shooter,Vivendi Games,,,0,0,,,,,
10523,UNO / Skip-Bo / UNO Freefall,DS,2006,Misc,Zoo Digital Publishing,,0,0,,,,,,
10583,Wasteland 2,PS4,2015,Role-Playing,Deep Silver,,0,,,,24.0,22,491.9,"40212239,48798067,65958466,135400225,10162301,80363319,51557405,10253354,20772968,9823354,156831526,83681553,47384303,10302000,10599862,47457723,26729643,298950,53898495,88525821,72523666,33865373,173925846,63441290"
10670,Kiku! Kaku! Kotoba o Fuyasu! Hajimete no Eigo Training,DS,2007,Misc,Benesse,0,0,,0,,,,,
11181,Red Faction: Armageddon,PC,2011,Shooter,THQ,,,0,,,,,,
11452,R/C Stunt Copter,PS,1998,Simulation,Interplay,,,0,,,,,,
11713,Conception: Please Give Birth to My Child!,PSP,2012,Role-Playing,Spike,0,0,,0,,,,,
12102,GRID 2,PC,2013,Racing,Codemasters,0,,0,,,81.0,57,943.8000000000001,"125682446,68685708,36546868,70408902,185412742,46021731,148476467,87694960,20772968,170201716,17567828,47457723,191979928,11731710,123696203,20914736,112345616,22301321,118852041,206014489,102825821,62990992,86481908,168053527,64973908,83770731,58905429,51557405,124725852,47291376,24721232,103371488,67579257,2259650,71777065,133422169,116876958,161339015,46028967,32577778,88579585,96014467,141497944,64787956,148362155,33651880,73835640,124556386,80494893,9128105,11403772,27279261,135911271,113752996,273082868,191203821,178003047,55906572,69954842,154123088,121523105,87734805,113224251,153823616,122026623,150033540,63098418,124443679,90104676,272181160,61676491,117531196,94936385,94908699,53875128,132757318,115632831,63615483,100894366,1936551,30246419"
12176,Mega Man: Battle & Chase,PS,1997,Racing,Capcom,0,0,,0,,,,,
12398,Unreal Tournament III,PC,2007,Shooter,Midway Games,0,,0,,,,,,
12410,Call of Duty 2,PC,2005,Shooter,Activision,0,,0,,,13.0,8,41.5,"103260848,11978743,126191291,87734805,35047392,59925638,94269421,37422528,168732483,41559627,216025815,58057627,107307955"
12910,Animal Planet: Vet Collection,DS,2010,Simulation,Activision,,0,0,0,,,,,
12957,Sushi Go-Round,Wii,2010,Simulation,Asylum Entertainment,,0,0,0,,,,,
13086,Lips: Deutsche Partyknaller,X360,2009,Misc,Microsoft Game Studios,0,,0,,,,,,
13136,Singularity,PC,2010,Shooter,Mastertronic,0,,0,,,12.0,8,81.10000000000001,"16084897,11373749,156675178,105503045,59925638,46301758,153076975,20772968,156818121,22301321,31669242,22371742"
13275,Detective Conan: Marionette Symphony,3DS,2013,Adventure,Namco Bandai Games,0,0,,0,,,,,
13616,Utawarerumono: Futari no Hakuoro,PS4,2016,Misc,Aqua Plus,0,0,,0,,,,,
13723,S.Y.K Renshouden Portable,PSP,2011,Adventure,Idea Factory,0,0,,0,,,,,
13898,E.T. The Extra-Terrestrial: Interplanetary Mission,PS,2001,Platform,Ubisoft,,,0,0,,,,,
13923,Super Army War,GBA,2005,Action,Flashpoint Games,,,0,0,,,,,
14951,Juusanshi Engi Engetsu Sangokuden 2,PSP,2014,Action,Idea Factory,0,0,,0,,,,,
15041,Steins;Gate: Senkei Kousoku no Phonogram,X360,2013,Adventure,5pb,0,0,,0,,,,,
15128,Tokyo Mew Mew,PS,2002,Role-Playing,Takara,0,0,,0,,,,,
15143,Uta Kumi 575,PSV,2014,Misc,Sega,0,0,,0,,,,,
15196,Motto! SoniComi,PS3,2014,Simulation,Kadokawa Games,0,0,,0,,,,,
15394,Planetarium Creator Ohira Takayuki Kanshuu: HomeStar Portable - 21st Century Star Navigator,PSP,2006,Misc,Sega,0,0,,0,,,,,
15464,AIR,PSP,2007,Adventure,Prototype,0,0,,0,,,,,
15551,Wild West Shootout,Wii,2010,Shooter,Unknown,,,0,0,,,,,
15590,Gakken DS: Shin TOEIC Test Kanzen Kouryaku,DS,2007,Misc,Gakken,0,0,,0,,,,,
16122,Hitotsu Tobashi Renai V,PSV,2015,Adventure,Kaga Create,0,0,,0,,,,,
16139,Dragon's Dogma Online: Season 2,PS4,2016,Action,Capcom,0,0,,0,,,,,
16165,Tiger Woods PGA Tour 2005,PC,2004,Sports,Electronic Arts,0,,0,0,,,,,
16276,Battlestations: Midway,PC,2007,Strategy,Eidos Interactive,0,,0,0,,,,,
16387,Poker for Dummies,PC,2008,Misc,Electronic Arts,0,,0,0,,,,,
140,Kinect Sports,X360,2010,Sports,Microsoft Game Studios,,,,,,,,,
1048,Kanshuu Nippon Joushikiryoku Kentei Kyoukai: Imasara Hito ni wa Kikenai Otona no Joushikiryoku Training DS,DS,2006,Misc,Nintendo,0,0,,0,,,,,
1107,Dragon Ball Z: Budokai Tenkaichi,PS2,2005,Fighting,Atari,,,,,,,,,
1110,Super Scope 6,SNES,1991,Shooter,Nintendo,,,,,,,,,
1887,Star Wars: Bounty Hunter,PS2,2002,Shooter,LucasArts,,,0,,,,,,
1995,Tales of Destiny,PS,1997,Role-Playing,Namco Bandai Games,,,,,,,,,
2199,Star Fox 64 3D,3DS,2011,Shooter,Nintendo,,,,,,,,,
2505,Deca Sports 2,Wii,2009,Sports,Hudson Soft,,,,,,,,,
2698,ISS Pro Evolution,PS,1998,Sports,Konami Digital Entertainment,0,0,,,,,,,
2803,Madden NFL 10,Wii,2009,Sports,Electronic Arts,,,0,,,,,,
2999,Hidden Objects: Mystery Stories,DS,2009,Adventure,GSP,,,0,,,,,,
3041,Rock Band 3,Wii,2010,Misc,MTV Games,,,0,,,,,,
3128,Star Ocean: First Departure,PSP,2007,Role-Playing,Square Enix,,,,,,,,,
3129,Super Robot Taisen Impact,PS2,2002,Strategy,Banpresto,0,0,,0,,,,,
3370,XCOM: Enemy Unknown,PS3,2012,Strategy,Take-Two Interactive,,,0,,,,,,
3519,Spyro Orange: The Cortex Conspiracy,GBA,2004,Action,Vivendi Games,,,0,,,,,,
3618,G-Force,DS,2009,Action,Disney Interactive Studios,,,0,,,,,,
4586,Rascal,PS,1998,Action,Psygnosis,,,0,,,,,,
5242,Tomb Raider (2013),PC,N/A,Action,Square Enix,,,0,,,,,,
5311,Resident Evil: Dead Aim,PS2,2003,Action,Capcom,,,0,,,,,,
6144,F/A-18F Super Hornet,GBA,2004,Simulation,Majesco Entertainment,,,0,,,,,,
6257,Donkey Kong GB: Dinky Kong & Dixie Kong,GB,2000,Platform,Nintendo,0,0,,0,,,,,
6508,Jikkyou Powerful Pro Yakyuu 2011,PS3,2011,Sports,Konami Digital Entertainment,0,0,,0,,,,,
6550,Crash Nitro Kart,GC,2003,Racing,Vivendi Games,,,0,,,,,,
6686,Hybrid Heaven,N64,1999,Role-Playing,Konami Digital Entertainment,,,,0,,,,,
6920,Risen 2: Dark Waters,PS3,2012,Role-Playing,Deep Silver,,,,,,,,,
6966,The Smurfs 2,DS,2013,Platform,Ubisoft,0,,0,,,,,,
7191,Rampage: Total Destruction,Wii,2006,Action,Midway Games,,,0,,,,,,
8221,The Wild Thornberrys: Animal Adventures,PS,2000,Adventure,Mattel Interactive,,,0,,,,,,
8280,Tamagotchi no Narikiri Challenge,DS,2010,Action,Namco Bandai Games,0,0,,0,,,,,
9336,Final Fantasy XI: Rise of the Zilart,PS2,2003,Role-Playing,Square Enix,0,0,,0,,,,,
9366,Ben 10 Galactic Racing,3DS,2011,Racing,D3Publisher,,,0,,,,,,
9465,Academy of Champions: Soccer,Wii,2009,Sports,Ubisoft,,,0,,,,,,
9731,MotoGP 3 - Official Game of MotoGP,PS2,2003,Racing,Namco Bandai Games,,,0,,,,,,
9764,Kaijuu Busters,DS,2009,Action,Namco Bandai Games,0,0,,0,,,,,
10159,The History Channel: Battle for the Pacific,Wii,2007,Shooter,Activision,,0,0,,,,,,
10176,Machinarium,PC,2009,Adventure,Daedalic,0,,0,,,59.0,34,147.0,"27169419,36546868,70408902,21061921,14465359,81943620,76095365,78341587,46301758,36557643,86912006,81439192,47457723,39446138,11373749,75738431,69009454,12610800,22301321,65117175,20366600,16084897,58931437,975449,58905429,33013552,51557405,97298878,81245611,73495968,66255019,298950,82686146,11149819,30519870,35039277,9128105,11403772,26762388,136135322,55367062,49893565,36404933,50818751,33865373,22371742,122026623,59825286,207208914,66713604,42771635,54310644,55975168,32644336,80630217,1936551,30246419,61506388,92958887"
10271,The Scorpion King: Rise of the Akkadian,GC,2002,Action,Universal Interactive,,,0,0,,,,,
10528,FIFA Street,XB,2005,Sports,Electronic Arts,,,0,0,,,,,
10722,Famicom Mini: Famicom Tantei Club Part II - Ushiro ni Tatsu Shoujo Zenkouhen,GBA,2004,Adventure,Nintendo,0,0,,0,,,,,
10813,Kuroko's Basketball: Miracle Game,3DS,2014,Sports,Namco Bandai Games,0,0,,0,,,,,
11362,Worms: Open Warfare,DS,2006,Strategy,THQ,,,0,,,,,,
11573,Dreamer Series: Shop Owner,DS,2009,Simulation,Deep Silver,,0,0,,,,,,
11626,Skeleton Warriors,PS,1996,Platform,Virgin Interactive,,,0,,,,,,
11631,Criminal Girls: Invite Only,PSP,2010,Role-Playing,Nippon Ichi Software,0,0,,0,,,,,
11874,Exhibition Volume 4,XB,2003,Misc,Microsoft Game Studios,,,0,0,,,,,
12412,Daito Giken Koushiki Pachi-Slot Simulator: Ossu! Banchou Portable,PSP,2006,Misc,Daito,0,0,,0,,,,,
12445,Cold Fear,XB,2005,Action,Ubisoft,,,0,0,,,,,
12459,Mobile Suit Gundam 00: Gundam Meisters,PS2,2008,Action,Namco Bandai Games,0,0,,0,,,,,
12532,Power Pro Success Legends,PSP,2010,Sports,Konami Digital Entertainment,0,0,,0,,,,,
12596,Jacqueline Wilson's Tracy Beaker: The Game,DS,2009,Misc,P2 Games,0,,0,0,,,,,
12620,Archer Maclean Presents: Pool Paradise,PS2,2004,Sports,Ignition Entertainment,,,0,,,,,,
12723,Kamen Rider Kabuto,PS2,2006,Action,Namco Bandai Games,0,0,,0,,,,,
12879,Bottom of the 9th '99,PS,1998,Sports,Konami Digital Entertainment,,,0,0,,,,,
12969,Taito Legends Power Up,PSP,2007,Action,Destineer,,0,0,0,,,,,
13165,Active Life: Magical Carnival,Wii,2011,Misc,Namco Bandai Games,,,0,0,,,,,
13231,StarCraft,PC,1998,Strategy,Activision,0,,0,,,,,,
13384,Test Drive Le Mans,PS,1999,Racing,Infogrames,,,0,0,,,,,
13387,Professor Heinz Wolff's Gravity,DS,2008,Puzzle,Deep Silver,,0,0,0,,,,,
13568,Pro Evolution Soccer 2016,PC,2015,Sports,Konami Digital Entertainment,0,,0,0,,3.0,3,164.0,"204199622,209804171,136668535"
14120,Puyo Puyo 7,PSP,2009,Puzzle,Sega,0,0,,0,,,,,
14385,Hakuoki Zuisouroku Omokage Hana,PSV,2015,Action,Idea Factory,0,0,,0,,,,,
14390,Shin Koihime Musou: Otome Ryouran * Sangokushi Engi - Wei-Hen,PSP,2010,Adventure,Yeti,0,0,,0,,,,,
14411,Empire Earth II,PC,2005,Strategy,Vivendi Games,0,,0,0,,,,,
14854,Monster Mayhem: Build and Battle,Wii,2009,Simulation,Zushi Games,,0,0,0,,,,,
15225,Kuon,PS2,2004,Adventure,Indie Games,,,0,0,,,,,
15387,TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.7,PS3,2015,Misc,Namco Bandai Games,0,0,,0,,,,,
15783,Reine des Fleurs,PSV,2015,Action,Idea Factory,0,0,,0,,,,,
15857,Germany's Next Topmodel 2011,DS,2011,Simulation,7G//AMES,0,,0,0,,,,,
15868,PDC World Championship Darts 2008,DS,N/A,Sports,Unknown,,0,0,0,,,,,
16408,The Wild West,DS,2007,Action,Majesco Entertainment,,0,0,0,,,,,
16530,Hoshizora no Comic Garden,DS,2008,Adventure,D3Publisher,0,0,,0,,,,,
3,Mario Kart Wii,Wii,2008,Racing,Nintendo,,,,,,,,,
61,Just Dance 3,Wii,2011,Misc,Ubisoft,,,0,,,,,,
74,Animal Crossing: New Leaf,3DS,2012,Simulation,Nintendo,,,,,,,,,
285,The Legend of Zelda: Skyward Sword,Wii,2011,Action,Nintendo,,,,,,,,,
589,Streets of Rage,GEN,1990,Action,Sega,,,,,,,,,
769,Dance Dance Revolution Extreme,PS2,2004,Simulation,Konami Digital Entertainment,,,0,,,,,,
1011,Disney's Aladdin,SNES,1993,Platform,Capcom,,,,,,,,,
1666,FIFA Soccer 07,PSP,2006,Sports,Electronic Arts,,,0,,,,,,
1760,LEGO Star Wars: The Video Game,XB,2005,Action,Eidos Interactive,,,0,,,,,,
2317,The Elder Scrolls Online,PC,2014,Role-Playing,Bethesda Softworks,,,0,,,,,,
2513,Street Fighter V,PS4,2016,Fighting,Capcom,,,,,,,,,
2623,Sid Meier's Civilization Revolution,PS3,2008,Strategy,Take-Two Interactive,,,,,,,,,
2818,Ratchet & Clank Collection,PS3,2012,Action,Sony Computer Entertainment,,,,,,,,,
2885,LEGO Racers,N64,1999,Racing,LEGO Media,,,0,,,,,,
2894,Jeopardy!,PS,1997,Misc,Hasbro Interactive,,,0,,,,,,
3484,NBA 2K7,X360,2006,Sports,Take-Two Interactive,,0,0,,,,,,
3532,Dogz,DS,2006,Simulation,Ubisoft,,,0,,,,,,
3576,Yu-Gi-Oh! World Championship Tournament 2004,GBA,2004,Misc,Konami Digital Entertainment,,,0,,,,,,
3705,Sonic & All-Stars Racing Transformed,PS3,2012,Racing,Sega,,,,,,42.0,32,185.29999999999998,"36546868,21061921,116564064,69953893,133439936,64787956,140820563,154230723,64369759,13190476,87694960,11403772,27279261,47457723,43360645,11373749,49624770,37422528,92914917,78309377,64973908,62990992,42657809,175690339,87734805,33013552,16645459,192170147,122094388,150033540,59825286,71888942,24721232,15305418,2259650,15221799,99077905,53875128,72842694,64261708,298950,42005897"
4134,Dynasty Warriors Gundam,PS3,2007,Action,Tecmo Koei,,,,,,,,,
4519,Barnstorming,2600,1981,Action,Activision,,,0,0,,,,,
4788,Hatsune Miku: Project Diva F 2nd,PSV,2014,Misc,Sega,,,,,,,,,
4989,Imagine: Salon Stylist,DS,2009,Simulation,Ubisoft,,,0,,,,,,
5039,Mercenaries 2: World in Flames,PS2,2008,Shooter,Electronic Arts,,0,0,,,,,,
5083,Petz Rescue: Ocean Patrol,DS,2008,Adventure,Ubisoft,,0,0,,,,,,
5347,Just Dance 2016,PS4,2015,Misc,Ubisoft,,,0,,,,,,
5789,NASCAR Thunder 2003,GC,2002,Racing,Electronic Arts,,,0,,,,,,
5813,Bruce Lee: Quest of the Dragon,XB,2002,Fighting,Universal Interactive,,,0,,,,,,
5927,Alvin and the Chipmunks: The Squeakquel,DS,2009,Misc,Majesco Entertainment,,0,0,,,,,,
5979,Dynasty Warriors: Strikeforce,PS3,2009,Action,Tecmo Koei,,,,,,,,,
6060,"Sakura Wars 4: Koi Seyo,Otome",DC,2002,Adventure,Sega,0,0,,0,,,,,
6109,Monster 4x4: Masters of Metal,PS2,2003,Racing,Ubisoft,,,0,,,,,,
6182,Driver: Parallel Lines,PS2,2006,Racing,Atari,,,,,,,,,
6309,The Club,X360,2008,Shooter,Sega,,,0,,,2.0,1,1.3,"29753085,40280688"
6646,Tony Hawk's Proving Ground,Wii,2007,Sports,Activision,,,0,,,,,,
6763,Driver '76,PSP,2007,Racing,Ubisoft,,,0,,,,,,
6830,"What Did I Do to Deserve This, My Lord!? 2",PSP,2008,Role-Playing,Nippon Ichi Software,,0,,,,,,,
6878,Harry Potter and the Deathly Hallows - Part 2,DS,2011,Action,Electronic Arts,,,0,,,,,,
7089,Soldier of Fortune II: Double Helix,XB,2003,Shooter,Activision,,,0,,,,,,
7370,GRID Autosport,PS3,2014,Racing,Codemasters,,,,,,34.0,29,259.1,"88579585,68685708,70408902,107124497,155919035,73195149,68224834,20772968,9128105,31669242,189858084,92595907,72996988,17567828,113752996,6717871,191126693,75240572,242781058,207817208,83770731,10450544,202140438,218918267,106796307,57603447,199693353,61676491,87740709,67579257,115632831,68672269,201265166,30246419"
7400,Maximo vs Army of Zin,PS2,2003,Platform,Capcom,,,0,,,,,,
7499,Attack on Titan (KOEI),PS4,2016,Action,Tecmo Koei,,,,,,,,,
7746,Metro: Last Light,PC,2013,Action,Deep Silver,,,0,,,,,,
7842,Darkstalkers 3,PS,1998,Fighting,Capcom,,,0,,,,,,
7943,One Piece: Unlimited Adventure,Wii,2007,Adventure,Namco Bandai Games,,0,,,,,,,
8049,How to Train Your Dragon,PS3,2010,Action,Activision,,,0,,,,,,
8190,LEGO Island 2: The Brickster's Revenge,PS,2001,Adventure,LEGO Media,,,0,,,,,,
8301,Top Spin 2,X360,2006,Sports,Take-Two Interactive,,,0,,,,,,
8398,Custom Robo Arena,DS,2006,Fighting,Nintendo,,,,0,,,,,
8459,Mr. Do!'s Castle,2600,1983,Action,Parker Bros.,,,0,0,,,,,
8819,Kowloon's Gate,PS,1997,Adventure,Sony Computer Entertainment,0,0,,,,,,,
9271,Paws & Claws: Pet Vet 2,DS,2007,Simulation,THQ,,0,0,,,,,,
9458,Naruto Shippuden: Kizuna Drive,PSP,2010,Action,Namco Bandai Games,,,,,,,,,
9471,NBA Ballers: Chosen One,PS3,2008,Sports,Midway Games,,0,0,,,,,,
9521,Spider-Man: Battle for New York,DS,2006,Platform,Activision,,0,0,,,,,,
9907,Rodea the Sky Soldier,WiiU,2015,Action,Nippon Ichi Software,,,,,,,,,
10137,To Heart 2: Dungeon Travelers,PSP,2011,Adventure,Aqua Plus,0,0,,0,,,,,
10156,American Girl: Julie Finds a Way,DS,2007,Adventure,THQ,,0,0,,,,,,
10932,Bloody Roar 4,PS2,2003,Fighting,Konami Digital Entertainment,,,0,,,,,,
11191,Karaoke Joysound Wii DX,Wii,2009,Misc,Hudson Soft,0,0,,0,,,,,
11219,Theme Hospital,PS,1998,Strategy,Electronic Arts,,,,,,,,,
11277,Martian Panic,Wii,2010,Adventure,Unknown,,0,0,0,,,,,
11327,Ultimate Brain Games,GBA,2003,Misc,Telegames,,,0,0,,,,,
11336,Phantom Brave: The Hermuda Triangle,PSP,2010,Role-Playing,Nippon Ichi Software,,0,,,,,,,
11401,Initial D: Extreme Stage,PS3,2008,Racing,Sega,0,0,,0,,,,,
11643,NHL Hitz 20-03,GC,2002,Sports,Midway Games,,,0,0,,,,,
11710,Codename: Kids Next Door: Operation S.O.D.A.,GBA,2004,Platform,Global Star,,,0,0,,,,,
11924,Make 10: A Journey of Numbers,DS,2007,Puzzle,Nintendo,0,0,,0,,,,,
12132,Deep Labyrinth,DS,2006,Action,505 Games,,0,0,0,,,,,
12231,Pocky & Rocky with Becky,GBA,2001,Shooter,Altron,,,0,0,,,,,
12928,Domino Rally,Wii,2007,Action,Nordcurrent,,0,0,0,,,,,
12966,Virtua Striker 2002,GC,2002,Sports,Sega,,0,,0,,,,,
13000,Lucha Libre AAA: Heroes del Ring,X360,2010,Fighting,Konami Digital Entertainment,,0,0,0,,,,,
13064,Pet Pals: New Leash on Life,DS,2010,Simulation,Destineer,,0,0,0,,,,,
13173,SD Gundam: Over Galaxian,PS,1996,Shooter,Namco Bandai Games,0,0,,0,,,,,
13615,High Heat Baseball 2002,PS,2001,Sports,3DO,,,0,0,,,,,
14049,Winter Sports 3: The Great Tournament,PS3,2010,Sports,Tradewest,0,,0,,,,,,
14098,Detective Conan: Prelude from the Past,PSP,2012,Action,Namco Bandai Games,0,0,,0,,,,,
14513,Casino Chaos With Las Vegas Players Collection,PC,2011,Misc,THQ,,0,0,0,,,,,
14515,Konpeki no Kantai,SNES,1995,Strategy,Angel Studios,0,0,,0,,,,,
14666,The Settlers II 10th Anniversary,PC,2006,Action,Ubisoft,0,,0,0,,,,,
14670,The King of Fighters 02/03,XB,2005,Fighting,SNK Playmore,,,0,0,,,,,
15210,Ballblazer Champions,PS,1997,Sports,CTO SpA,,,0,0,,,,,
15216,Casper's Scare School: Classroom Capers,DS,2008,Adventure,Blast! Entertainment Ltd,,0,0,0,,,,,
15397,Anima - Gate of Memories,PS4,2016,Action,Avanquest,0,,0,0,,,,,
15700,Shonen Jump's Yu-Gi-Oh! GX Card Almanac,DS,N/A,Misc,Konami Digital Entertainment,0,0,,0,,,,,
15944,Myst,PSP,2006,Adventure,Midway Games,0,,0,0,,,,,
16001,One Piece: Daikaizoku Coliseum,3DS,2016,Fighting,Namco Bandai Games,0,0,,0,,,,,
16006,Serious Sam II,PC,2005,Shooter,Take-Two Interactive,0,,0,0,,,,,
16285,Kamaitachi no Yoru 2: Tokubetsu Hen,PSP,2006,Adventure,ChunSoft,0,0,,0,,,,,
16298,Rainbow Islands: Revolution,PSP,2005,Action,Rising Star Games,,0,0,0,,,,,
16525,Karnaaj Rally,GBA,2003,Racing,Jaleco,,0,0,0,,,,,
38,Call of Duty: Modern Warfare 3,PS3,2011,Shooter,Activision,,,,,,,,,
91,Grand Theft Auto: Liberty City Stories,PSP,2005,Action,Take-Two Interactive,,,,,,,,,
482,Kirby Super Star Ultra,DS,2008,Platform,Nintendo,,,,,,,,,
533,Mortal Kombat Trilogy,PS,1996,Fighting,GT Interactive,,,0,,,,,,
674,Donkey Kong Land II,GB,1996,Platform,Nintendo,,,,,,,,,
930,SingStar,PS2,2004,Misc,Sony Computer Entertainment,0,,0,,,,,,
1121,NBA Live 06 (All region sales),PS2,2005,Sports,Electronic Arts,,,0,,,,,,
1202,007: The World is not Enough,N64,2000,Action,Electronic Arts,,,,,,,,,
1339,Far Cry 4,PS3,2014,Shooter,Ubisoft,,,,,,40.0,35,1251.7,"40212239,80550861,73518199,184314651,26808868,10253354,99723205,189858084,77980915,47384303,113752996,185258131,124059151,210170887,160427210,191126693,64973908,65958466,11940338,74347105,59925638,122117051,51557405,108007732,124443679,48028873,54310644,210177498,82961224,43913966,264438536,65064340,115167911,60706503,53875128,43160799,138482130,71390526,172518437,170491009"
1496,MAG: Massive Action Game,PS3,2010,Shooter,Sony Computer Entertainment,,,,,,,,,
1763,Worldwide Soccer Manager 2009,PC,2008,Simulation,Sega,0,,0,,,1.0,1,295.0,42657809
2125,Madden NFL 16,X360,2015,Sports,Electronic Arts,,,0,,,,,,
2287,Minecraft: Story Mode,X360,2015,Adventure,Mojang,,,0,,,,,,
2404,Vagrant Story,PS,2000,Role-Playing,Crave Entertainment,,,,,,,,,
2484,Dynasty Warriors 2,PS2,2000,Action,THQ,,,,,,,,,
2804,Kirby: Canvas Curse,DS,2005,Platform,Nintendo,,0,,,,,,,
3139,Spyro: A Hero's Tail,PS2,2004,Platform,Vivendi Games,,,0,,,,,,
3162,The Lord of the Rings: Conquest,X360,2009,Action,Electronic Arts,,,0,,,,,,
3199,Dogz,GBA,2004,Simulation,Ubisoft,,,0,,,,,,
3306,New Play Control! Donkey Kong Jungle Beat,Wii,2008,Platform,Nintendo,,,,,,,,,
3652,Batman: Vengeance,PS2,2001,Adventure,Ubisoft,,,0,,,,,,
3756,The Incredible Hulk: Ultimate Destruction,PS2,2005,Action,Vivendi Games,,,0,,,,,,
4408,Karaoke Revolution,Wii,2009,Misc,Konami Digital Entertainment,,,0,,,,,,
4436,G-Force,Wii,2009,Action,Disney Interactive Studios,,,0,,,,,,
4445,LEGO Star Wars II: The Original Trilogy,XB,2006,Action,LucasArts,,,0,,,,,,
